country,year,production_bags_1000,production_tonnes
Bosnia and Herzegovina,2020,0.0,0.0
Bosnia and Herzegovina,2021,0.0,0.0
Bosnia and Herzegovina,2022,0.0,0.0
Bosnia and Herzegovina,2023,0.0,0.0
Bosnia and Herzegovina,2024,0.0,0.0
Bosnia and Herzegovina,2025,0.0,0.0
Brazil,2015,49400.0,2964000.0
Brazil,2016,56100.0,3366000.0
Brazil,2017,52100.0,3126000.0
Brazil,2018,66500.0,3990000.0
Brazil,2019,60500.0,3630000.0
Brazil,2020,69900.0,4194000.0
Brazil,2021,58100.0,3486000.0
Brazil,2022,62600.0,3756000.0
Brazil,2023,66300.0,3978000.0
Brazil,2024,65000.0,3900000.0
Brazil,2025,63000.0,3780000.0
Burundi,2015,240.0,14400.0
Burundi,2016,200.0,12000.0
Burundi,2017,205.0,12300.0
Burundi,2018,205.0,12300.0
Burundi,2019,265.0,15900.0
Burundi,2020,230.0,13800.0
Burundi,2021,165.0,9900.0
Burundi,2022,175.0,10500.0
Burundi,2023,140.0,8400.0
Burundi,2024,115.0,6900.0
Burundi,2025,125.0,7500.0
Cameroon,2015,625.0,37500.0
Cameroon,2016,500.0,30000.0
Cameroon,2017,425.0,25500.0
Cameroon,2018,450.0,27000.0
Cameroon,2019,475.0,28500.0
Cameroon,2020,400.0,24000.0
Cameroon,2021,275.0,16500.0
Cameroon,2022,270.0,16200.0
Cameroon,2023,215.0,12900.0
Cameroon,2024,205.0,12300.0
Cameroon,2025,225.0,13500.0
Canada,2015,0.0,0.0
Canada,2016,0.0,0.0
Canada,2017,0.0,0.0
Canada,2018,0.0,0.0
Canada,2019,0.0,0.0
Canada,2020,0.0,0.0
Canada,2021,0.0,0.0
Canada,2022,0.0,0.0
Canada,2023,0.0,0.0
Canada,2024,0.0,0.0
Canada,2025,0.0,0.0
Central African Republic,2015,8.0,480.0
Central African Republic,2016,5.0,300.0
Central African Republic,2017,3.0,180.0
Central African Republic,2018,2.0,120.0
Central African Republic,2019,0.0,0.0
Central African Republic,2020,0.0,0.0
Central African Republic,2021,0.0,0.0
Central African Republic,2022,0.0,0.0
Central African Republic,2023,0.0,0.0
Central African Republic,2024,0.0,0.0
Central African Republic,2025,0.0,0.0
Chile,2015,0.0,0.0
Chile,2016,0.0,0.0
Chile,2017,0.0,0.0
Chile,2018,0.0,0.0
Chile,2019,0.0,0.0
Chile,2020,0.0,0.0
Chile,2021,0.0,0.0
Chile,2022,0.0,0.0
Chile,2023,0.0,0.0
Chile,2024,0.0,0.0
Chile,2025,0.0,0.0
China,2015,1925.0,115500.0
China,2016,1900.0,114000.0
China,2017,1925.0,115500.0
China,2018,1925.0,115500.0
China,2019,2000.0,120000.0
China,2020,1900.0,114000.0
China,2021,1800.0,108000.0
China,2022,1800.0,108000.0
China,2023,1800.0,108000.0
China,2024,1900.0,114000.0
China,2025,1900.0,114000.0
Colombia,2015,14000.0,840000.0
Colombia,2016,14600.0,876000.0
Colombia,2017,13825.0,829500.0
Colombia,2018,13870.0,832200.0
Colombia,2019,14100.0,846000.0
Colombia,2020,13400.0,804000.0
Colombia,2021,11800.0,708000.0
Colombia,2022,10700.0,642000.0
Colombia,2023,12760.0,765600.0
Colombia,2024,14800.0,888000.0
Colombia,2025,13800.0,828000.0
Congo (Brazzaville),2015,0.0,0.0
Congo (Brazzaville),2016,0.0,0.0
Congo (Brazzaville),2017,0.0,0.0
Congo (Brazzaville),2018,0.0,0.0
Congo (Brazzaville),2019,0.0,0.0
Congo (Brazzaville),2020,0.0,0.0
Congo (Brazzaville),2021,0.0,0.0
Congo (Brazzaville),2022,0.0,0.0
Congo (Brazzaville),2023,0.0,0.0
Congo (Brazzaville),2024,0.0,0.0
Congo (Brazzaville),2025,0.0,0.0
Congo (Kinshasa),2015,220.0,13200.0
Congo (Kinshasa),2016,230.0,13800.0
Congo (Kinshasa),2017,250.0,15000.0
Congo (Kinshasa),2018,245.0,14700.0
Congo (Kinshasa),2019,255.0,15300.0
Congo (Kinshasa),2020,250.0,15000.0
Congo (Kinshasa),2021,270.0,16200.0
Congo (Kinshasa),2022,255.0,15300.0
Congo (Kinshasa),2023,225.0,13500.0
Congo (Kinshasa),2024,195.0,11700.0
Congo (Kinshasa),2025,200.0,12000.0
Costa Rica,2015,1625.0,97500.0
Costa Rica,2016,1300.0,78000.0
Costa Rica,2017,1525.0,91500.0
Costa Rica,2018,1250.0,75000.0
Costa Rica,2019,1466.0,87960.0
Costa Rica,2020,1472.0,88320.0
Costa Rica,2021,1215.0,72900.0
Costa Rica,2022,1100.0,66000.0
Costa Rica,2023,1158.0,69480.0
Costa Rica,2024,1298.0,77880.0
Costa Rica,2025,1170.0,70200.0
Cote d'Ivoire,2015,1600.0,96000.0
Cote d'Ivoire,2016,1090.0,65400.0
Cote d'Ivoire,2017,1250.0,75000.0
Cote d'Ivoire,2018,2000.0,120000.0
Cote d'Ivoire,2019,1775.0,106500.0
Cote d'Ivoire,2020,910.0,54600.0
Cote d'Ivoire,2021,1110.0,66600.0
Cote d'Ivoire,2022,1020.0,61200.0
Cote d'Ivoire,2023,1325.0,79500.0
Cote d'Ivoire,2024,650.0,39000.0
Cote d'Ivoire,2025,1300.0,78000.0
Croatia,2015,0.0,0.0
Croatia,2016,0.0,0.0
Croatia,2017,0.0,0.0
Croatia,2018,0.0,0.0
Croatia,2019,0.0,0.0
Croatia,2020,0.0,0.0
Croatia,2021,0.0,0.0
Croatia,2022,0.0,0.0
Croatia,2023,0.0,0.0
Croatia,2024,0.0,0.0
Croatia,2025,0.0,0.0
Cuba,2015,150.0,9000.0
Cuba,2016,150.0,9000.0
Cuba,2017,100.0,6000.0
Cuba,2018,110.0,6600.0
Cuba,2019,90.0,5400.0
Cuba,2020,100.0,6000.0
Cuba,2021,100.0,6000.0
Cuba,2022,100.0,6000.0
Cuba,2023,100.0,6000.0
Cuba,2024,100.0,6000.0
Cuba,2025,100.0,6000.0
Dominican Republic,2015,225.0,13500.0
Dominican Republic,2016,225.0,13500.0
Dominican Republic,2017,125.0,7500.0
Dominican Republic,2018,125.0,7500.0
Dominican Republic,2019,120.0,7200.0
Dominican Republic,2020,120.0,7200.0
Dominican Republic,2021,125.0,7500.0
Dominican Republic,2022,125.0,7500.0
Dominican Republic,2023,125.0,7500.0
Dominican Republic,2024,125.0,7500.0
Dominican Republic,2025,125.0,7500.0
Ecuador,2015,225.0,13500.0
Ecuador,2016,170.0,10200.0
Ecuador,2017,205.0,12300.0
Ecuador,2018,255.0,15300.0
Ecuador,2019,275.0,16500.0
Ecuador,2020,255.0,15300.0
Ecuador,2021,260.0,15600.0
Ecuador,2022,354.0,21240.0
Ecuador,2023,370.0,22200.0
Ecuador,2024,355.0,21300.0
Ecuador,2025,350.0,21000.0
Egypt,2015,0.0,0.0
Egypt,2016,0.0,0.0
Egypt,2017,0.0,0.0
Egypt,2018,0.0,0.0
Egypt,2019,0.0,0.0
Egypt,2020,0.0,0.0
Egypt,2021,0.0,0.0
Egypt,2022,0.0,0.0
Egypt,2023,0.0,0.0
Egypt,2024,0.0,0.0
Egypt,2025,0.0,0.0
El Salvador,2015,560.0,33600.0
El Salvador,2016,600.0,36000.0
El Salvador,2017,660.0,39600.0
El Salvador,2018,654.0,39240.0
El Salvador,2019,510.0,30600.0
El Salvador,2020,540.0,32400.0
El Salvador,2021,600.0,36000.0
El Salvador,2022,550.0,33000.0
El Salvador,2023,604.0,36240.0
El Salvador,2024,450.0,27000.0
El Salvador,2025,500.0,30000.0
Equatorial Guinea,2015,0.0,0.0
Equatorial Guinea,2016,0.0,0.0
Equatorial Guinea,2017,0.0,0.0
Equatorial Guinea,2018,0.0,0.0
Equatorial Guinea,2019,0.0,0.0
Equatorial Guinea,2020,0.0,0.0
Equatorial Guinea,2021,0.0,0.0
Equatorial Guinea,2022,0.0,0.0
Equatorial Guinea,2023,0.0,0.0
Equatorial Guinea,2024,0.0,0.0
Equatorial Guinea,2025,0.0,0.0
Ethiopia,2015,6510.0,390600.0
Ethiopia,2016,6943.0,416580.0
Ethiopia,2017,7055.0,423300.0
Ethiopia,2018,7350.0,441000.0
Ethiopia,2019,7475.0,448500.0
Ethiopia,2020,7600.0,456000.0
Ethiopia,2021,8150.0,489000.0
Ethiopia,2022,7300.0,438000.0
Ethiopia,2023,9130.0,547800.0
Ethiopia,2024,11100.0,666000.0
Ethiopia,2025,11560.0,693600.0
European Union,2015,0.0,0.0
European Union,2016,0.0,0.0
European Union,2017,0.0,0.0
European Union,2018,0.0,0.0
European Union,2019,0.0,0.0
European Union,2020,0.0,0.0
European Union,2021,0.0,0.0
European Union,2022,0.0,0.0
European Union,2023,0.0,0.0
European Union,2024,0.0,0.0
European Union,2025,0.0,0.0
Gabon,2015,0.0,0.0
Gabon,2016,0.0,0.0
Gabon,2017,0.0,0.0
Gabon,2018,0.0,0.0
Gabon,2019,0.0,0.0
Gabon,2020,0.0,0.0
Gabon,2021,0.0,0.0
Gabon,2022,0.0,0.0
Gabon,2023,0.0,0.0
Gabon,2024,0.0,0.0
Gabon,2025,0.0,0.0
Georgia,2015,0.0,0.0
Georgia,2016,0.0,0.0
Georgia,2017,0.0,0.0
Georgia,2018,0.0,0.0
Georgia,2019,0.0,0.0
Georgia,2020,0.0,0.0
Georgia,2021,0.0,0.0
Georgia,2022,0.0,0.0
Georgia,2023,0.0,0.0
Georgia,2024,0.0,0.0
Georgia,2025,0.0,0.0
Ghana,2015,1.0,60.0
Ghana,2016,1.0,60.0
Ghana,2017,1.0,60.0
Ghana,2018,0.0,0.0
Ghana,2019,0.0,0.0
Ghana,2020,0.0,0.0
Ghana,2021,0.0,0.0
Ghana,2022,0.0,0.0
Ghana,2023,0.0,0.0
Ghana,2024,0.0,0.0
Ghana,2025,0.0,0.0
Guatemala,2015,3295.0,197700.0
Guatemala,2016,3570.0,214200.0
Guatemala,2017,3780.0,226800.0
Guatemala,2018,3770.0,226200.0
Guatemala,2019,3645.0,218700.0
Guatemala,2020,3930.0,235800.0
Guatemala,2021,3540.0,212400.0
Guatemala,2022,3270.0,196200.0
Guatemala,2023,3469.0,208140.0
Guatemala,2024,3205.0,192300.0
Guatemala,2025,3540.0,212400.0
Guinea,2015,280.0,16800.0
Guinea,2016,200.0,12000.0
Guinea,2017,190.0,11400.0
Guinea,2018,70.0,4200.0
Guinea,2019,145.0,8700.0
Guinea,2020,70.0,4200.0
Guinea,2021,300.0,18000.0
Guinea,2022,100.0,6000.0
Guinea,2023,190.0,11400.0
Guinea,2024,175.0,10500.0
Guinea,2025,190.0,11400.0
Guyana,2015,0.0,0.0
Guyana,2016,0.0,0.0
Guyana,2017,0.0,0.0
Guyana,2018,0.0,0.0
Guyana,2019,0.0,0.0
Guyana,2020,0.0,0.0
Guyana,2021,0.0,0.0
Guyana,2022,0.0,0.0
Guyana,2023,0.0,0.0
Guyana,2024,0.0,0.0
Guyana,2025,0.0,0.0
Haiti,2015,0.0,0.0
Haiti,2016,0.0,0.0
Haiti,2017,0.0,0.0
Haiti,2018,0.0,0.0
Haiti,2019,0.0,0.0
Haiti,2020,0.0,0.0
Haiti,2021,0.0,0.0
Haiti,2022,0.0,0.0
Haiti,2023,0.0,0.0
Haiti,2024,0.0,0.0
Haiti,2025,0.0,0.0
Honduras,2015,5300.0,318000.0
Honduras,2016,7510.0,450600.0
Honduras,2017,7600.0,456000.0
Honduras,2018,7100.0,426000.0
Honduras,2019,5200.0,312000.0
Honduras,2020,6500.0,390000.0
Honduras,2021,4800.0,288000.0
Honduras,2022,5700.0,342000.0
Honduras,2023,5050.0,303000.0
Honduras,2024,5000.0,300000.0
Honduras,2025,5800.0,348000.0
India,2015,5800.0,348000.0
India,2016,5200.0,312000.0
India,2017,5266.0,315960.0
India,2018,5325.0,319500.0
India,2019,4967.0,298020.0
India,2020,5567.0,334020.0
India,2021,5700.0,342000.0
India,2022,5867.0,352020.0
India,2023,6560.0,393600.0
India,2024,6200.0,372000.0
India,2025,6050.0,363000.0
Indonesia,2015,12100.0,726000.0
Indonesia,2016,10600.0,636000.0
Indonesia,2017,10400.0,624000.0
Indonesia,2018,10600.0,636000.0
Indonesia,2019,10700.0,642000.0
Indonesia,2020,10700.0,642000.0
Indonesia,2021,10580.0,634800.0
Indonesia,2022,10700.0,642000.0
Indonesia,2023,8150.0,489000.0
Indonesia,2024,10700.0,642000.0
Indonesia,2025,12450.0,747000.0
Iran,2015,0.0,0.0
Iran,2016,0.0,0.0
Iran,2017,0.0,0.0
Iran,2018,0.0,0.0
Iran,2019,0.0,0.0
Iran,2020,0.0,0.0
Iran,2021,0.0,0.0
Iran,2022,0.0,0.0
Iran,2023,0.0,0.0
Iran,2024,0.0,0.0
Iran,2025,0.0,0.0
Jamaica,2015,27.0,1620.0
Jamaica,2016,16.0,960.0
Jamaica,2017,16.0,960.0
Jamaica,2018,15.0,900.0
Jamaica,2019,16.0,960.0
Jamaica,2020,15.0,900.0
Jamaica,2021,15.0,900.0
Jamaica,2022,18.0,1080.0
Jamaica,2023,19.0,1140.0
Jamaica,2024,15.0,900.0
Jamaica,2025,20.0,1200.0
Japan,2015,0.0,0.0
Japan,2016,0.0,0.0
Japan,2017,0.0,0.0
Japan,2018,0.0,0.0
Japan,2019,0.0,0.0
Japan,2020,0.0,0.0
Japan,2021,0.0,0.0
Japan,2022,0.0,0.0
Japan,2023,0.0,0.0
Japan,2024,0.0,0.0
Japan,2025,0.0,0.0
Jordan,2015,0.0,0.0
Jordan,2016,0.0,0.0
Jordan,2017,0.0,0.0
Jordan,2018,0.0,0.0
Jordan,2019,0.0,0.0
Jordan,2020,0.0,0.0
Jordan,2021,0.0,0.0
Jordan,2022,0.0,0.0
Jordan,2023,0.0,0.0
Jordan,2024,0.0,0.0
Jordan,2025,0.0,0.0
Kazakhstan,2015,0.0,0.0
Kazakhstan,2016,0.0,0.0
Kazakhstan,2017,0.0,0.0
Kazakhstan,2018,0.0,0.0
Kazakhstan,2019,0.0,0.0
Kazakhstan,2020,0.0,0.0
Kazakhstan,2021,0.0,0.0
Kazakhstan,2022,0.0,0.0
Kazakhstan,2023,0.0,0.0
Kazakhstan,2024,0.0,0.0
Kazakhstan,2025,0.0,0.0
Kenya,2015,750.0,45000.0
Kenya,2016,850.0,51000.0
Kenya,2017,720.0,43200.0
Kenya,2018,850.0,51000.0
Kenya,2019,750.0,45000.0
Kenya,2020,693.0,41580.0
Kenya,2021,860.0,51600.0
Kenya,2022,750.0,45000.0
Kenya,2023,825.0,49500.0
Kenya,2024,1000.0,60000.0
Kenya,2025,850.0,51000.0
"Korea, South",2015,0.0,0.0
"Korea, South",2016,0.0,0.0
"Korea, South",2017,0.0,0.0
"Korea, South",2018,0.0,0.0
"Korea, South",2019,0.0,0.0
"Korea, South",2020,0.0,0.0
"Korea, South",2021,0.0,0.0
"Korea, South",2022,0.0,0.0
"Korea, South",2023,0.0,0.0
"Korea, South",2024,0.0,0.0
"Korea, South",2025,0.0,0.0
Kosovo,2015,0.0,0.0
Kosovo,2016,0.0,0.0
Kosovo,2017,0.0,0.0
Kosovo,2018,0.0,0.0
Kosovo,2019,0.0,0.0
Kosovo,2020,0.0,0.0
Kosovo,2021,0.0,0.0
Kosovo,2022,0.0,0.0
Kosovo,2023,0.0,0.0
Kosovo,2024,0.0,0.0
Kosovo,2025,0.0,0.0
Laos,2015,475.0,28500.0
Laos,2016,410.0,24600.0
Laos,2017,450.0,27000.0
Laos,2018,375.0,22500.0
Laos,2019,440.0,26400.0
Laos,2020,485.0,29100.0
Laos,2021,385.0,23100.0
Laos,2022,410.0,24600.0
Laos,2023,410.0,24600.0
Laos,2024,430.0,25800.0
Laos,2025,430.0,25800.0
Liberia,2015,0.0,0.0
Liberia,2016,0.0,0.0
Liberia,2017,0.0,0.0
Liberia,2018,0.0,0.0
Liberia,2019,0.0,0.0
Liberia,2020,0.0,0.0
Liberia,2021,0.0,0.0
Liberia,2022,0.0,0.0
Liberia,2023,0.0,0.0
Liberia,2024,0.0,0.0
Liberia,2025,0.0,0.0
Madagascar,2015,255.0,15300.0
Madagascar,2016,295.0,17700.0
Madagascar,2017,250.0,15000.0
Madagascar,2018,280.0,16800.0
Madagascar,2019,325.0,19500.0
Madagascar,2020,325.0,19500.0
Madagascar,2021,300.0,18000.0
Madagascar,2022,325.0,19500.0
Madagascar,2023,300.0,18000.0
Madagascar,2024,300.0,18000.0
Madagascar,2025,300.0,18000.0
Malawi,2015,23.0,1380.0
Malawi,2016,16.0,960.0
Malawi,2017,12.0,720.0
Malawi,2018,11.0,660.0
Malawi,2019,10.0,600.0
Malawi,2020,0.0,0.0
Malawi,2021,0.0,0.0
Malawi,2022,0.0,0.0
Malawi,2023,0.0,0.0
Malawi,2024,0.0,0.0
Malawi,2025,0.0,0.0
Malaysia,2015,2200.0,132000.0
Malaysia,2016,2100.0,126000.0
Malaysia,2017,2100.0,126000.0
Malaysia,2018,2100.0,126000.0
Malaysia,2019,1900.0,114000.0
Malaysia,2020,2000.0,120000.0
Malaysia,2021,2000.0,120000.0
Malaysia,2022,2000.0,120000.0
Malaysia,2023,1330.0,79800.0
Malaysia,2024,1400.0,84000.0
Malaysia,2025,1500.0,90000.0
Mexico,2015,2300.0,138000.0
Mexico,2016,3300.0,198000.0
Mexico,2017,4000.0,240000.0
Mexico,2018,3550.0,213000.0
Mexico,2019,3700.0,222000.0
Mexico,2020,3530.0,211800.0
Mexico,2021,3740.0,224400.0
Mexico,2022,3545.0,212700.0
Mexico,2023,3856.0,231360.0
Mexico,2024,3870.0,232200.0
Mexico,2025,3903.0,234180.0
Montenegro,2015,0.0,0.0
Montenegro,2016,0.0,0.0
Montenegro,2017,0.0,0.0
Montenegro,2018,0.0,0.0
Montenegro,2019,0.0,0.0
Montenegro,2020,0.0,0.0
Montenegro,2021,0.0,0.0
Montenegro,2022,0.0,0.0
Montenegro,2023,0.0,0.0
Montenegro,2024,0.0,0.0
Montenegro,2025,0.0,0.0
Morocco,2015,0.0,0.0
Morocco,2016,0.0,0.0
Morocco,2017,0.0,0.0
Morocco,2018,0.0,0.0
Morocco,2019,0.0,0.0
Morocco,2020,0.0,0.0
Morocco,2021,0.0,0.0
Morocco,2022,0.0,0.0
Morocco,2023,0.0,0.0
Morocco,2024,0.0,0.0
Morocco,2025,0.0,0.0
New Caledonia,2015,0.0,0.0
New Caledonia,2016,0.0,0.0
New Caledonia,2017,0.0,0.0
New Caledonia,2018,0.0,0.0
New Caledonia,2019,0.0,0.0
New Caledonia,2020,0.0,0.0
New Caledonia,2021,0.0,0.0
New Caledonia,2022,0.0,0.0
New Caledonia,2023,0.0,0.0
New Caledonia,2024,0.0,0.0
New Caledonia,2025,0.0,0.0
New Zealand,2015,0.0,0.0
New Zealand,2016,0.0,0.0
New Zealand,2017,0.0,0.0
New Zealand,2018,0.0,0.0
New Zealand,2019,0.0,0.0
New Zealand,2020,0.0,0.0
New Zealand,2021,0.0,0.0
New Zealand,2022,0.0,0.0
New Zealand,2023,0.0,0.0
New Zealand,2024,0.0,0.0
New Zealand,2025,0.0,0.0
Nicaragua,2015,2125.0,127500.0
Nicaragua,2016,2625.0,157500.0
Nicaragua,2017,2730.0,163800.0
Nicaragua,2018,2950.0,177000.0
Nicaragua,2019,2755.0,165300.0
Nicaragua,2020,2650.0,159000.0
Nicaragua,2021,2838.0,170280.0
Nicaragua,2022,2590.0,155400.0
Nicaragua,2023,2347.0,140820.0
Nicaragua,2024,2560.0,153600.0
Nicaragua,2025,2580.0,154800.0
Nigeria,2015,20.0,1200.0
Nigeria,2016,10.0,600.0
Nigeria,2017,5.0,300.0
Nigeria,2018,0.0,0.0
Nigeria,2019,0.0,0.0
Nigeria,2020,0.0,0.0
Nigeria,2021,0.0,0.0
Nigeria,2022,0.0,0.0
Nigeria,2023,0.0,0.0
Nigeria,2024,0.0,0.0
Nigeria,2025,0.0,0.0
North Macedonia,2015,0.0,0.0
North Macedonia,2016,0.0,0.0
North Macedonia,2017,0.0,0.0
North Macedonia,2018,0.0,0.0
North Macedonia,2019,0.0,0.0
North Macedonia,2020,0.0,0.0
North Macedonia,2021,0.0,0.0
North Macedonia,2022,0.0,0.0
North Macedonia,2023,0.0,0.0
North Macedonia,2024,0.0,0.0
North Macedonia,2025,0.0,0.0
Norway,2015,0.0,0.0
Norway,2016,0.0,0.0
Norway,2017,0.0,0.0
Norway,2018,0.0,0.0
Norway,2019,0.0,0.0
Norway,2020,0.0,0.0
Norway,2021,0.0,0.0
Norway,2022,0.0,0.0
Norway,2023,0.0,0.0
Norway,2024,0.0,0.0
Norway,2025,0.0,0.0
Panama,2015,85.0,5100.0
Panama,2016,95.0,5700.0
Panama,2017,75.0,4500.0
Panama,2018,75.0,4500.0
Panama,2019,75.0,4500.0
Panama,2020,75.0,4500.0
Panama,2021,75.0,4500.0
Panama,2022,85.0,5100.0
Panama,2023,75.0,4500.0
Panama,2024,100.0,6000.0
Panama,2025,80.0,4800.0
Papua New Guinea,2015,750.0,45000.0
Papua New Guinea,2016,1115.0,66900.0
Papua New Guinea,2017,810.0,48600.0
Papua New Guinea,2018,965.0,57900.0
Papua New Guinea,2019,825.0,49500.0
Papua New Guinea,2020,700.0,42000.0
Papua New Guinea,2021,775.0,46500.0
Papua New Guinea,2022,875.0,52500.0
Papua New Guinea,2023,980.0,58800.0
Papua New Guinea,2024,840.0,50400.0
Papua New Guinea,2025,950.0,57000.0
Paraguay,2015,0.0,0.0
Paraguay,2016,0.0,0.0
Paraguay,2017,0.0,0.0
Paraguay,2018,0.0,0.0
Paraguay,2019,0.0,0.0
Paraguay,2020,0.0,0.0
Paraguay,2021,0.0,0.0
Paraguay,2022,0.0,0.0
Paraguay,2023,0.0,0.0
Paraguay,2024,0.0,0.0
Paraguay,2025,0.0,0.0
Peru,2015,3500.0,210000.0
Peru,2016,4225.0,253500.0
Peru,2017,4375.0,262500.0
Peru,2018,4390.0,263400.0
Peru,2019,3925.0,235500.0
Peru,2020,3369.0,202140.0
Peru,2021,4200.0,252000.0
Peru,2022,3475.0,208500.0
Peru,2023,3912.0,234720.0
Peru,2024,3700.0,222000.0
Peru,2025,4200.0,252000.0
Philippines,2015,425.0,25500.0
Philippines,2016,475.0,28500.0
Philippines,2017,450.0,27000.0
Philippines,2018,425.0,25500.0
Philippines,2019,450.0,27000.0
Philippines,2020,425.0,25500.0
Philippines,2021,450.0,27000.0
Philippines,2022,475.0,28500.0
Philippines,2023,450.0,27000.0
Philippines,2024,450.0,27000.0
Philippines,2025,450.0,27000.0
Russia,2015,0.0,0.0
Russia,2016,0.0,0.0
Russia,2017,0.0,0.0
Russia,2018,0.0,0.0
Russia,2019,0.0,0.0
Russia,2020,0.0,0.0
Russia,2021,0.0,0.0
Russia,2022,0.0,0.0
Russia,2023,0.0,0.0
Russia,2024,0.0,0.0
Russia,2025,0.0,0.0
Rwanda,2015,300.0,18000.0
Rwanda,2016,230.0,13800.0
Rwanda,2017,275.0,16500.0
Rwanda,2018,275.0,16500.0
Rwanda,2019,350.0,21000.0
Rwanda,2020,300.0,18000.0
Rwanda,2021,270.0,16200.0
Rwanda,2022,275.0,16500.0
Rwanda,2023,360.0,21600.0
Rwanda,2024,300.0,18000.0
Rwanda,2025,350.0,21000.0
Saudi Arabia,2015,0.0,0.0
Saudi Arabia,2016,0.0,0.0
Saudi Arabia,2017,0.0,0.0
Saudi Arabia,2018,0.0,0.0
Saudi Arabia,2019,0.0,0.0
Saudi Arabia,2020,0.0,0.0
Saudi Arabia,2021,0.0,0.0
Saudi Arabia,2022,0.0,0.0
Saudi Arabia,2023,0.0,0.0
Saudi Arabia,2024,0.0,0.0
Saudi Arabia,2025,0.0,0.0
Senegal,2015,0.0,0.0
Senegal,2016,0.0,0.0
Senegal,2017,0.0,0.0
Senegal,2018,0.0,0.0
Senegal,2019,0.0,0.0
Senegal,2020,0.0,0.0
Senegal,2021,0.0,0.0
Senegal,2022,0.0,0.0
Senegal,2023,0.0,0.0
Senegal,2024,0.0,0.0
Senegal,2025,0.0,0.0
Serbia,2015,0.0,0.0
Serbia,2016,0.0,0.0
Serbia,2017,0.0,0.0
Serbia,2018,0.0,0.0
Serbia,2019,0.0,0.0
Serbia,2020,0.0,0.0
Serbia,2021,0.0,0.0
Serbia,2022,0.0,0.0
Serbia,2023,0.0,0.0
Serbia,2024,0.0,0.0
Serbia,2025,0.0,0.0
Sierra Leone,2015,60.0,3600.0
Sierra Leone,2016,60.0,3600.0
Sierra Leone,2017,65.0,3900.0
Sierra Leone,2018,50.0,3000.0
Sierra Leone,2019,65.0,3900.0
Sierra Leone,2020,75.0,4500.0
Sierra Leone,2021,33.0,1980.0
Sierra Leone,2022,55.0,3300.0
Sierra Leone,2023,35.0,2100.0
